Title,Developer,Genre,Price,Release Date
Punch Pad Workout,MobileFusion Apps Ltd,Sports,$5.49 USD,"14 Aug, 2018"
Escape Lala - Retro Point and Click Adventure,DuckbearLab,Free To Play,Free,"14 Feb, 2019"
Wandering Owl,Lazy Gnomes,Indie,$0.90 USD,"26 Sep, 2018"
Construction Truck Simulator - Overtime Expansion Pack,Foxie Ventures,Simulation,$5.49 USD,"27 Aug, 2018"
Ruinarch,Maccima Games,Simulation,$9.99 USD,"24 Apr, 2023"
Eternal Fantasy Cosplay Album,Circus,Indie,Free,"18 Oct, 2018"
Flying Soul,Rafael Farias,Adventure,$0.90 USD,"15 Jan, 2019"
Fortissimo FA  Cosplay Album,La’cryma,Indie,$1.29 USD,"23 Aug, 2018"
Beyond Clouds Cosplay Album,Flat-Software,Casual,Free,Coming soon
Organism8,Derek Duong,Adventure,Free,To be announced
Leadership Pack,Cornered Rat Software,Free To Play,$5.49 USD,"31 Aug, 2018"
Traditional Chinese Medicine Simulator,曲波,Indie,$6.99 USD,"28 Jul, 2021"
迷失岛2：时间的灰烬 电子书,Cotton Game,Indie,Free,"1 Aug, 2018"
RoomESC- Secret of the Hidden Room: the Collaborator,PuzzleSpace,Indie,$2.99 USD,"8 Aug, 2018"
Light AA Gun Pack,Cornered Rat Software,Free To Play,$2.99 USD,"31 Aug, 2018"
Medium Armor Pack,Cornered Rat Software,Free To Play,$5.49 USD,"31 Aug, 2018"
Light Armor Pack,Cornered Rat Software,Free To Play,$2.99 USD,"31 Aug, 2018"
Light AT Gun Pack,Cornered Rat Software,Free To Play,$2.99 USD,"31 Aug, 2018"
Paratrooper Pack,Cornered Rat Software,Free To Play,$2.99 USD,"31 Aug, 2018"
Combat Fighter Pack,Cornered Rat Software,Free To Play,$5.49 USD,"31 Aug, 2018"
crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth,liuguowang,Casual,Free,"1 Nov, 2018"
Eight.Domino.Heart,Drixxel Soft,Indie,Free,Coming soon
Legends of Ethernal,Lucid Dreams Studio,Adventure,$8.19 USD,"30 Oct, 2020"
fpsVR,SBSoftLab,Utilities,$2.49 USD,"11 Sep, 2018"
Combiner the Card Game,Konstantin Dvornikov,Strategy,$0.99 USD,"10 Aug, 2018"
Intrepid Izzy,Senile Team,Adventure,Free,"26 Jul, 2020"
Manipulate: Sacrifice,MELPYA,Indie,$0.90 USD,"12 Aug, 2020"
Vengeful Rites,Deep Dive Interactive,Adventure,$8.19 USD,"29 Jul, 2021"
Gunkid 99,Yongjustyong,Indie,$3.49 USD,"13 Mar, 2019"
Circle Brawl,xvzan,Early Access,$5.49 USD,"27 Feb, 2019"
The Tower of Beatrice,Fairy Forest,Indie,$3.49 USD,"18 Jul, 2018"
Unmanned helicopter - OST,Laush Dmitriy Sergeevich,Simulation,$0.90 USD,"25 Jul, 2018"
Intelligence: Dinosaurs - OST,Laush Dmitriy Sergeevich,Indie,Free,"24 Jul, 2018"
BigBoy - Visual Novel,Mete Ozguz,Casual,$1.29 USD,"23 Jun, 2018"
NightKnight,WeRVR Studio,Adventure,$2.99 USD,"28 Aug, 2018"
TimeScar: Hyperion,Miroslav Farkas - Games,Strategy,$2.99 USD,"8 Nov, 2018"
Death Race VR,Renderise,Renderise,$2.99 USD,"18 Oct, 2018"
Global Conflagration,CTLN7,Early Access,Free,Coming soon
VALHALL: Harbinger - Beta Testing,Blackrose Arts,Adventure,$10.49 USD,"22 Oct, 2020"
Subdivision Infinity DX,MistFly Games,Indie,$6.99 USD,"7 Aug, 2019"
Basketball Hoop - OST,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,Free,"25 Jul, 2018"
UNLEASH HELL,NoLight Games,Adventure,Free,Coming soon
Shadow Fear™ Chapter 0 DLC,Wathitdew Record,Adventure,$1.29 USD,"29 Oct, 2018"
Shadow Fear™ Path to Insanity,Wathitdew Record,Adventure,$5.49 USD,"29 Oct, 2018"
Suprapong,Flying Mantis Games,Casual,$5.49 USD,"19 Nov, 2018"
Repeat the image: Animals - OST,Laush Dmitriy Sergeevich,Indie,Free,"6 Aug, 2018"
Talisman: Digital 5th Edition,Nomad Games,Strategy,Free,To be announced
Skateboarding pro,Agustin Eisman Moreno,Indie,$0.90 USD,"8 Aug, 2018"
九州：商旅（Nine Provinces: Caravan）,BigLight.Games,Indie,$4.99 USD,"26 Feb, 2021"
W. T. B.,CSM,Indie,$0.90 USD,"9 Aug, 2018"
pla_toon - Supporter Edition,SoundAndFuryGames,Adventure,$5.49 USD,"10 Aug, 2018"
Dunderheads,Lachlan Woods,Casual,$3.49 USD,"3 Sep, 2018"
Warframe: Heavy Impact Pinnacle Pack,Digital Extremes,Free To Play,Free,"8 Aug, 2018"
Warframe: Reflex Guard Pinnacle Pack,Digital Extremes,Free To Play,Free,"8 Aug, 2018"
Fantasy Grounds - Mythic Monsters #9: Undead (PFRPG),"SmiteWorks USA, LLC",RPG,$4.49 USD,"31 Jul, 2018"
Revengers,Leveland Studios,Adventure,Free,To be announced
Space Maze,Redox Entertainment Inc,Casual,$4.49 USD,"19 Aug, 2018"
Warframe: Retribution Pinnacle Pack,Digital Extremes,Free To Play,Free,"8 Aug, 2018"
Warframe: Shock Absorbers Pinnacle Pack,Digital Extremes,Free To Play,Free,"8 Aug, 2018"
Pinball Arcade: Gottlieb Pack 1,FarSight Studios,FarSight Studios,$5.49 USD,"30 Jul, 2018"
Pinball Arcade: Gottlieb Pack 2,FarSight Studios,Simulation,$5.49 USD,"30 Jul, 2018"
Pinball Arcade: Gottlieb Pack 3,FarSight Studios,Simulation,$4.99 USD,"30 Jul, 2018"
Pinball Arcade: Gottlieb EM Pack,FarSight Studios,Simulation,$4.99 USD,"30 Jul, 2018"
Pinball Arcade: Stern Pack 2,FarSight Studios,Simulation,$8.19 USD,"30 Jul, 2018"
Pinball Arcade: Alvin G. and Co. Pack,FarSight Studios,Simulation,$4.49 USD,"30 Jul, 2018"
Pinball Arcade: Doctor Who Master of Time,FarSight Studios,Simulation,$5.49 USD,"30 Jul, 2018"
Fantasy Grounds - Quests of Doom 4: The Missing Pin (5E),"SmiteWorks USA, LLC",RPG,$4.49 USD,"31 Jul, 2018"
Fantasy Grounds - Mythic Monsters #20: Guardians of Good (PFRPG),"SmiteWorks USA, LLC",RPG,$4.49 USD,"31 Jul, 2018"
Slime Dad,Dragengt,Indie,$1.89 USD,"23 Aug, 2018"
Velocity G,Repixel8,Indie,$2.99 USD,"11 Mar, 2019"
Server Composer,Soqueto,Software Training,$8.19 USD,"26 Oct, 2018"
Basketball Hoop,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,$0.45 USD,"11 Aug, 2018"
The Call,Grey Reality Studios,Adventure,Free To Play,"8 Aug, 2018"
Captain:Training,Global defense company,Casual,$3.99 USD,"1 Aug, 2018"
Contingent®,Binary Spiders,Adventure,Free,To be announced
美少女麻将接龙,Sticky Rice Games,Sticky Rice Games,$1.29 USD,"8 Aug, 2018"
Fantasy Grounds - Meanders Map Pack: Shard Roads (Map Pack),"SmiteWorks USA, LLC",RPG,$5.49 USD,"31 Jul, 2018"
Nancy Drew: Tomb of the Lost Queen Soundtrack,HeR Interactive,HeR Interactive,$2.99 USD,"4 Oct, 2018"
Infinitrap : Rehamstered,Shadebob Games,Adventure,$5.49 USD,"19 Jan, 2021"
Age Of Forays,Evil Burgers,Adventure,$1.29 USD,"18 Aug, 2018"
We Happy Few - Soundtrack and Digital Goods Bundle,Compulsion Games,Adventure,$4.49 USD,"29 Aug, 2018"
Colliderscope,Morphine Games,Morphine Games,Free,"5 Nov, 2018"
Haunted Showers,Nullnut,Adventure,Free,Coming soon
Lawnmower Game 3: Horror,Tero Lunkka,Indie,$0.90 USD,"10 Oct, 2018"
Super Crush KO,Vertex Pop,Indie,$6.99 USD,"16 Jan, 2020"
Wwbit,1bit,Indie,Free,"19 Jun, 2018"
Stronghold: Warlords,FireFly Studios,Strategy,$12.99 USD,"9 Mar, 2021"
ARIDA: Backland's Awakening,Aoca Game Lab,Indie,Free,"15 Aug, 2019"
This is the Zodiac Speaking,Punch Punk Games,Indie,$6.49 USD,"15 Oct, 2020"
STONE,Convict Games,Casual,$2.98 USD,"21 Sep, 2018"
Puzzle Noid,Red13Indie,Indie,$3.49 USD,"27 Jul, 2018"
Alien Attack: Pocket Edition,Alien Jellyfish,Casual,Free,"1 Aug, 2018"
LET IT DIE -Platinum Pack-,GRASSHOPPER MANUFACTURE INC.,Free To Play,$15.99 USD,"26 Sep, 2018"
Aeon of Sands - The Trail,Two Bits Kid,Indie,$6.49 USD,"4 Dec, 2018"
The Cat and the Coup (4K Remaster),Kurosh ValaNejad,Indie,Free,"25 Sep, 2018"
LET IT DIE -Special Pack-,GRASSHOPPER MANUFACTURE INC.,Free To Play,$10.49 USD,"26 Sep, 2018"
Wandering Star,Starbox Games,Casual,$0.90 USD,"1 Jan, 2019"
Spooky Ghosts Dot Com - Soundtrack,Grizzly Wizard Games,Indie,$0.90 USD,"3 Aug, 2018"
Defense Contract,Faff Games LLC,Faff Games LLC,$2.49 USD,"4 Feb, 2024"
Mystic Ruins,Elite Games,Adventure,Free To Play,"21 Jul, 2018"
Falldown 79: Bottle of truth,Lohsoft,Casual,Free,"25 Aug, 2018"
Shennong: Taste of Illusion,Pinta Studios,Casual,$1.89 USD,"17 Dec, 2018"
GRAULARM,WOODGLIM,Indie,$6.49 USD,"22 Mar, 2021"
Farjob,Simon Kaley,Indie,Free To Play,"21 Aug, 2018"
Stories In Stone,16 Bit Psych,RPG,$2.99 USD,"8 Aug, 2018"
Tactic Code - 战术代码,Where 游戏,Indie,$1.89 USD,"21 Sep, 2018"
TapSonic World Champion VR with EOS,NEOWIZ,Casual,Free To Play,"18 Oct, 2018"
Breen Origins,Breen Studios,Indie,$5.89 USD,"1 Jul, 2019"
Summer Catchers,FaceIT,Adventure,$4.99 USD,"16 Jul, 2019"
GRITS Racing,Muddy Desert,Casual,🆓 Free test drives! 🈚,"4 Mar, 2019"
One Piu Day,Former Sun,Indie,$1.89 USD,"26 Sep, 2018"
InductVR (beta),INSILICO,Software Training,Free,"2 Jun, 2019"
Phantom Thief Celianna,Acerola,RPG,Free,"15 Nov, 2018"
BLACK CLOVER: QUARTET KNIGHTS Royal Magic Knight Set - Blue,"ILINX, Inc.","ILINX, Inc.",$2.99 USD,"5 Nov, 2018"
eSports Legend,90Games,Indie,$5.49 USD,"16 Oct, 2018"
GUNGRAVE VR U.N,"IGGYMOB Co.,Ltd","IGGYMOB Co.,Ltd",$5.49 USD,"6 Mar, 2019"
MX vs ATV All Out - GOAT Farm,Rainbow Studios,Simulation,Free,"13 Sep, 2018"
像素修真 - Pixel Xiuzhen,Cloudmoon Studios,Indie,$3.99 USD,"5 Aug, 2018"
I’m not a Monster Demo,Cheerdealers,Strategy,Free,"24 Jul, 2018"
Amulet Zero 零物语 - Optimize,ShiinaYashiro,RPG,$0.90 USD,"14 Aug, 2018"
World of Myths,Rebellious Software,Indie,Free To Play,"30 May, 2019"
Welcome To... Chichester 2 - Part I : The Spy Of Chichester And The Eager Tourist Guide HD Edition,Triority Interactive Novels,Casual,Free To Play,"3 Aug, 2018"
Mirror: The Lost Shards,KAGAMI WORKs,Indie,$1.29 USD,"26 Jul, 2018"
Zaccaria Pinball - Future World 2018 Table,Magic Pixel Kft.,Casual,$1.89 USD,"2 Aug, 2018"
Numberline 3,YELTYSH,Indie,$0.90 USD,"3 Aug, 2018"
The Ballad Singer,Curtel Games,Indie,$7.82 USD,"15 Feb, 2019"
Hard Times,Radical Fiction,Indie,Free,"30 Mar, 2020"
Zaccaria Pinball - Granada Table,Magic Pixel Kft.,Casual,$1.29 USD,"2 Aug, 2018"
Crazy Soccer: Football Stars - Original Soundtrack,HeroLabs,Sports,Free,"26 Jul, 2018"
Girlfriend Cards,meokigame,Adventure,$0.99 USD,"4 Feb, 2017"
Iris.Fall,NEXT Studios,Casual,$6.99 USD,"7 Dec, 2018"
GameGuru - Enhanced Weapons Pack,The Game Creators,Design & Illustration,$10.49 USD,"25 Jul, 2018"
The Peterson Case,Quarter Circle Games,Adventure,Free,Coming soon
ABC Paint,Futuruum VR,Futuruum VR,$5.49 USD,"3 Sep, 2018"
Phantom Doctrine - Deluxe Edition Upgrade,CreativeForge Games,RPG,$5.49 USD,"30 Aug, 2018"
Terrawurm,Prospect Games,Casual,$3.99 USD,"3 Apr, 2019"
Weaverse,Yellow Cat-Rabbit,Adventure,Free,"24 May, 2019"
Two Worlds II - Echoes of the Dark Past 2 Soundtrack,Reality Pump Studios,Reality Pump Studios,Free,"23 Aug, 2018"
Towaga: Among Shadows,Sunnyside Games,Indie,Free To Play,"14 Jul, 2020"
Voidship: The Long Journey,Cydonian Games,Indie,$5.89 USD,"8 Feb, 2019"
Data mining,Blender Games,Casual,$1.99 USD,"6 Aug, 2018"
Weaverse,Yellow Cat-Rabbit,Adventure,Free,"24 May, 2019"
"Fantasy Grounds - Odds and Ends, Volume 6 (Token Pack)","SmiteWorks USA, LLC",RPG,$3.99 USD,"25 Jul, 2018"
TITAN SLAYER Ⅱ,"COLOPL, Inc.","COLOPL, Inc.",$10.49 USD,"20 Feb, 2019"
Gaia,Eternal Stardust Studios,Adventure,$8.19 USD,"3 Apr, 2020"
Fantasy Grounds - Quests of Doom 4: A Midnight Council of Quail (5E),"SmiteWorks USA, LLC",RPG,$4.49 USD,"31 Jul, 2018"
"Fantasy Grounds - Strange Supernaturals, Volume 8 (Token Pack)","SmiteWorks USA, LLC",RPG,$4.99 USD,"25 Jul, 2018"
PROTOCORE,IUMTEC,Indie,Free,Coming soon
Again?,KillGame,KillGame,$0.90 USD,"8 Aug, 2018"
FurryFury: Smash & Roll,Demibug,Adventure,$2.99 USD,"14 Apr, 2022"
One Day in London - Soundtrack & wallpapers: pack 2,Owl Studio,Casual,Free To Play,"26 Jul, 2018"
LEAP,Blue Isle Studios,Casual,$6.99 USD,"1 Mar, 2023"
goto,Alien Jellyfish,Indie,Free,"17 Aug, 2018"
Political Puzzle,Easy game,Casual,$0.90 USD,"7 Aug, 2018"
Bomber 95,Dmitry Azarov,Adventure,Free To Play,"4 Aug, 2018"
The Navigator,Team Navigator,Casual,Free,"3 Aug, 2018"
Globat Pixels,KastGames,Early Access,Free To Play,"31 Mar, 2019"
Deep Space Classic,Bondo Games,Free To Play,Free To Play,"30 Aug, 2018"
Dream of Mirror Online - 2021 Summer Fun DLC,SoftStar,Free To Play,$8.19 USD,"24 Jun, 2021"
Simple Racing,Simple Racing,Indie,$2.99 USD,"13 Aug, 2018"
Knockout League - Heavy Bag,Grab Games,Grab Games,$1.89 USD,"5 Oct, 2018"
The Banner Saga 3 - Legendary Items,Stoic,RPG,$14.99 USD,"26 Jul, 2018"
Cursed Armor,GameCrafters,Casual,$5.49 USD,"14 Nov, 2018"
Project Skylab,Not Awful Studio,Adventure,Free To Play,"16 Aug, 2018"
Return. (Donationware),PsychoFlux Entertainment,Casual,Free,"3 Aug, 2018"
Mechanism - OST,Alexander Goodwin,Indie,$0.90 USD,"19 Jul, 2018"
Ahockalypse,Sparrowhawk Pictures,Distribber,Free,"17 Aug, 2018"
Rapid Racing,Soft Loft Studios,Soft Loft Studios,$2.49 USD,"4 Sep, 2018"
Return.,PsychoFlux Entertainment,Casual,Free,"3 Aug, 2018"
LUXO Buddies,Myarcadegames Studios,Casual,$0.45 USD,"11 Aug, 2018"
Under One Wing,Harmorise,Indie,$10.49 USD,"28 Feb, 2019"
Starkid's Obstacle Course,Sean Mombourquette,Indie,$1.89 USD,"30 Nov, 2018"
Alive,OldGHZ,Free To Play,Free,Coming soon
Galactis,Gustavo Contreras,Indie,$0.90 USD,"15 Aug, 2018"
Gravia,Dan Goyette,Indie,$8.19 USD,"15 Mar, 2021"
Defenders of Ekron - Definitive Edition,In Vitro Games,Adventure,$6.99 USD,"7 Aug, 2018"
Gunkid 99,Yongjustyong,Indie,$3.49 USD,"13 Mar, 2019"
Gamers Club,Gamers Club,Gamers Club,Free,Coming soon
Conception PLUS: Maidens of the Twelve Stars,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",$19.99 USD,"5 Nov, 2019"
Mega Man X2 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Mega Man X Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Mega Man X Legacy Collection Soundtrack,"CAPCOM CO., LTD","CAPCOM CO., LTD",$17.99 USD,"18 Jul, 2018"
Bare Boob Brawlerz Visual Novel: Vol 1,"X-MiGuPLAY, LLC",Indie,$4.49 USD,"10 Jul, 2020"
Mega Man X3 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Mega Man X4 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Mega Man X5 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Mega Man X7 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Mega Man X6 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Seacurity Breach,Soaphog,Indie,$5.49 USD,"20 Sep, 2019"
Mega Man X8 Sound Collection,"CAPCOM CO., LTD","CAPCOM CO., LTD",$9.99 USD,"18 Dec, 2013"
Gumstein: The Awakening,PAIN Games,Indie,Free To Play,"30 Jan, 2019"
Zombie Flick | 僵尸快打,Bloody,Adventure,$2.49 USD,"28 Sep, 2018"
Fantasy Grounds - Pathfinder RPG - Return of the Runelords AP 1: Secrets of Roderic's Cove (PFRPG),"SmiteWorks USA, LLC",RPG,$8.49 USD,"29 Aug, 2018"
Strid - Full Edition,kelkk,Free To Play,Free,"26 Oct, 2018"
"Fantasy Grounds - Supers, Volume 4 (Token Pack)","SmiteWorks USA, LLC",RPG,$3.99 USD,"25 Jul, 2018"
SpaceExile,GoodJob,Casual,$2.99 USD,"3 Aug, 2018"
TOMORROW DON'T COME - Vicious Cycle,Peace & Love Games,Casual,Free,"20 Jul, 2018"
Inn: the Countryside,Fury Games Production,Indie,$1.89 USD,"13 Aug, 2018"
DrillMania,Fury Games Production,Casual,$1.29 USD,"13 Aug, 2018"
Caves of Plague,Fury Games Production,Adventure,$1.29 USD,"13 Aug, 2018"
Steel Crew,Magnus Ander,Indie,$6.99 USD,"28 Oct, 2021"
Satellite - OST,7DOTS,Adventure,$1.29 USD,"23 Jul, 2018"
Skyland Defense,SDC Ventures,Strategy,$6.19 USD,"7 Feb, 2019"
MONOWARS: Red Zone,Conquesoft,Indie,$0.90 USD,"14 Aug, 2018"
Midnight Pulse,Fat Pixel Studios,Indie,Free,Coming soon
NOCE,NS,Indie,$7.79 USD,"26 Nov, 2018"
PUZZLE: CATS & DOGS - Puzzle Pack: Summer Dogs,AFBIK Studio,Indie,$0.90 USD,"23 Jul, 2018"
TAL: Arctic 2,Snkl Studio,Casual,$0.90 USD,"3 Aug, 2018"
Hentai Case Opening,RewindApp,Indie,Free,"27 Sep, 2018"
Business tour. Crazy Heroes: Mr. and Mrs. Balloonski,8Floor,Free To Play,$6.19 USD,"19 Jul, 2018"
Observation,No Code,Indie,$8.49 USD,"21 May, 2020"
CarX Drift Racing Online - Origins,"CarX Technologies, LLC",Racing,$1.89 USD,"27 Jul, 2018"
Minotaur Arcade Volume 1,Llamasoft Ltd.,Llamasoft Ltd.,$3.99 USD,"21 Dec, 2018"
POLYBIUS,Llamasoft Ltd.,Llamasoft Ltd.,$3.99 USD,"21 Dec, 2018"
Sharp - Theme Pack,alkaitagi,alkaitagi,Free,"24 Nov, 2020"
Metal Brigade Tactics,Busking Software,RPG,$5.49 USD,"20 Sep, 2010"
Encore Card Games Collection,Webfoot,Webfoot,$8.19 USD,"20 Dec, 2019"
Kamikaze Cube 2,"Nikita ""Ghost_RUS""",Indie,$0.45 USD,"1 Aug, 2018"
Encore Casino Games Collection,Webfoot,Webfoot,$8.19 USD,"24 Dec, 2019"
Repeat the image: Animals,Laush Dmitriy Sergeevich,Indie,Free,"4 Aug, 2018"
Anamorphine Soundtrack,Artifact 5,Artifact 5,$4.49 USD,"31 Jul, 2018"
Deck Hunter,L_Draven,Indie,$5.49 USD,"30 May, 2019"
Combat Rush,CreptsyStudio,Indie,$1.99 USD,"14 Aug, 2018"
Celebrity Hunter,Geiko Games,Casual,Free,"1 Apr, 2025"
Bullets in the Space,UB Art Games,Indie,$1.89 USD,"3 Aug, 2018"
Rugosi,Fürst,Casual,Free,"8 Aug, 2018"
FRIGID,Celeritas Games,Adventure,Free,Coming soon
Anew: The Distant Light,Resonator,Adventure,$8.49 USD,"9 Aug, 2021"
The Asteroid Belt's Trial,Gloves of Bobby,Casual,$0.90 USD,"30 Aug, 2018"
Combat Arms: Reloaded,VALOFE,Free To Play,Free To Play,"31 Oct, 2018"
GALAXY TOP WING,xiangjom,Indie,$1.29 USD,"31 Aug, 2018"
Dominus 2,Superstruct,Strategy,Free To Play,"16 Jul, 2018"
纸境英雄 Papercraft,Overture,Indie,$9.89 USD,"11 Apr, 2019"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Enkidu,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Phonon,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Mika,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Wagner,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
巭孬嫑毖,FunLimit,Casual,$1.89 USD,"29 Nov, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Chaos,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Hilda,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Nanase,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Byakuya,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Yuzuriha,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Seth,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Vatista,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Merkava,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
魔物讨伐团,Nerdook Productions,Adventure,$6.49 USD,"15 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Gordeau,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Waldstein,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Orie,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Carmine,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Linne,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
UNDER NIGHT IN-BIRTH ExeLate[st] - Round Call Voice Hyde,FRENCH-BREAD,FRENCH-BREAD,$1.89 USD,"20 Aug, 2018"
Soul at Stake - Special Gestures,Chongming Studio,Adventure,Free,"31 Aug, 2018"
Fantasy Grounds - Monstrous Lair #1 Owlbear Nest (Any Ruleset),"SmiteWorks USA, LLC",RPG,$1.29 USD,"25 Jul, 2018"
Fantasy Grounds - Monstrous Lair #2: Troll Cave (Any Ruleset),"SmiteWorks USA, LLC",RPG,$1.29 USD,"25 Jul, 2018"
Fugue State,Yitz,Casual,Free,Coming soon
Fantasy Grounds - NeuroSpasta (5E),"SmiteWorks USA, LLC",RPG,$6.49 USD,"22 Jan, 2019"
堕魔的伊米娅（Fallen Emiya）,艾洛小黄油（Eroerogame）,Casual,Free,Coming soon
Hungry Shadows,CasGames,Adventure,$0.90 USD,"12 Aug, 2018"
Cine Tracer,Matt Workman,Early Access,$28.99 USD,"28 Sep, 2018"
Sanguine Sanctum,Modus Interactive Games,Modus Interactive Games,Sanguine Sanctum Demo,"7 Sep, 2018"
21+,KuKo,KuKo,$0.45 USD,"17 Aug, 2018"
Fort,crowgames,Casual,$5.89 USD,"9 Aug, 2018"
Draw Light,RevolutionGT,Indie,$1.29 USD,"9 Aug, 2018"
Turret Tech,LillyWelland inc.,Adventure,$3.49 USD,"2 Aug, 2018"
CONTINGENCY,Matthew Prater,Adventure,Free To Play,"26 Aug, 2019"
The Last Wizard,Hosted Games,Indie,$3.49 USD,"3 Aug, 2018"
Pineview Drive - Homeless,VIS-Games,Adventure,$7.79 USD,"5 Apr, 2019"
Son.Light.Sleepwalker,Sean J. Miller,Indie,$0.90 USD,"25 Nov, 2020"
Doggo Dig Down,Roppy Chop Studios,Casual,$2.49 USD,"12 Nov, 2018"
Trivia Quiz: All about everything!,DuCats Games Studio,Indie,$2.49 USD,"3 Aug, 2018"
Neverliria,no.rest,Indie,$2.49 USD,"22 Aug, 2018"
Regular Human Basketball OST,Powerhoof,Sports,Free,"1 Aug, 2018"
Trash Story - Hentai Patch,КиКо,КиКо,Free,"18 Jul, 2018"
Inevitable VR,Davide Riccitiello,Adventure,Free,"20 Aug, 2018"
Street Tuning Evolution,ImageCode,Simulation,Free,To be announced
Hags Castle,Switchpilot,Adventure,$0.90 USD,"2 Aug, 2018"
Robbotto - Soundtrack,JMJ Interactive,Indie,$1.29 USD,"16 Aug, 2018"
QB Sim,WIS.,Simulation,Free,May 2025
Alwa's Awakening Soundtrack (Deluxe Edition),Elden Pixels,Indie,$2.49 USD,"8 Jul, 2021"
Shadow of the Tomb Raider: Definitive Edition,Eidos-Montréal,Adventure,Shadow of the Tomb Raider Free Trial,"14 Sep, 2018"
Heave Ho,Le Cartel Studio,Indie,$5.49 USD,"29 Aug, 2019"
oOo: Ascension,Kenny Creanor,Indie,$5.49 USD,"26 Sep, 2018"
Bang Bang Fruit 3,Snkl Studio,Indie,$0.90 USD,"31 Jul, 2018"
Smash Ball,MECH LEAGUES,Indie,Free,Coming soon
RPG纪元,创克游戏工作室,Casual,$0.90 USD,"11 Mar, 2019"
Drone Spektra,FAXCORPunlimited,Racing,$1.29 USD,"3 Jun, 2019"
SCREECH OF STEEL: GLADIATORS,GAMWILL,Free To Play,Free,"28 Oct, 2021"
Cyborg_Lab,202-Six Studio,202-Six Studio,Free,Coming soon
RPG纪元,创克游戏工作室,Casual,$0.90 USD,"11 Mar, 2019"
Our House,Giant Interactive,Giant Interactive,Free,"27 Jul, 2018"
